title,authors,publishedDate,categories,averageRating,ratingsCount,description,pageCount,language,previewLink,query
International Arbitration: Law and Practice in Switzerland,"['Gabrielle Kaufmann-Kohler', 'Antonio Rigozzi']",2015-10-22,['Law'],,,"This book expounds the theory of international arbitration law. It explains in easily accessible terms all the fundamentals of arbitration, from separability of the arbitration agreement to competence-competence over procedural autonomy, finality of the award, and many other concepts. It does so with a focus on international arbitration law and jurisprudence in Switzerland, a global leader in the field. With a broader reach than a commentary of Chapter 12 of the Swiss Private International Law Act, the discussion contains numerous references to comparative law and its developments in addition to an extensive review of the practice of international tribunals. Written by two well-known specialists - Professor Kaufmann-Kohler being one of the leading arbitrators worldwide and Professor Rigozzi one of the foremost experts in sports arbitration - the work reflects many years of experience in managing arbitral proceedings involving commercial, investment, and sports disputes. This expertise is the basis for the solutions proposed to resolve the many practical issues that may arise in the course of an arbitration. It also informs the discussion of the arbitration rules addressed in the book, from the ICC Arbitration Rules to the Swiss Rules of International Arbitration, the CAS Code, and the UNCITRAL Rules. While the book covers commercial and sports arbitrations primarily, it also applies to investment arbitrations conducted under rules other than the ICSID framework.",691.0,en,http://books.google.co.in/books?id=_SqkCgAAQBAJ&pg=PR79&dq=art&hl=&cd=117&source=gbs_api,art
Watercolour Landscapes Step-by-Step,"['Geoff Kersey', 'Wendy Jelbert', 'Arnold Lowrey', 'Joe Dowden']",2020-12-08,['Art'],,,"This comprehensive guide to painting landscapes in watercolour features the expert tuition of 6 renowned watercolourists. It covers materials, colour, watercolour techniques such as wet into wet, spattering, dry brush, lifting out and using salt, composition, planning a paintingk sketching, perspecive, tone and painting trees, water, seas, skies and buildings, as well as mood and atmosphere. There are eleven beautiful step by step demonstrations.",0.0,en,http://books.google.co.in/books?id=-uKQEAAAQBAJ&dq=art&hl=&cd=118&source=gbs_api,art
The Monthly Army List,['Great Britain. Army'],1887,['Retired military personnel'],,,,1166.0,en,http://books.google.co.in/books?id=RaM5AQAAMAAJ&pg=RA7-PA34&dq=art&hl=&cd=119&source=gbs_api,art
Official Army Register,"[""United States. Adjutant-General's Office""]",,,,,,1436.0,en,http://books.google.co.in/books?id=QeQsAAAAIAAJ&pg=RA1-PA609&dq=art&hl=&cd=120&source=gbs_api,art
Art as a Social System,['Niklas Luhmann'],2000,['Art'],,,"This is the definitive analysis of art as a social and perceptual system by Germany's leading social theorist of the late 20th century. It combines three decades of research in the social sciences, phenomenology, evolutionary biology, cybernetics, and information theory with an intimate knowledge of art history, literature, aesthetics, and contemporary literary theory.",422.0,en,http://books.google.co.in/books?id=Z51qQgAACAAJ&dq=art&hl=&cd=124&source=gbs_api,art
Picasso,['Elizabeth Cowling'],2009,['Art'],,,This volume tells the story of Picasso's artistic development and his passionate relationship with the European art tradition.,186.0,en,http://books.google.co.in/books?id=INnpAAAAMAAJ&q=art&dq=art&hl=&cd=125&source=gbs_api,art
A Poor Collector's Guide to Buying Great Art,['Erling Kagge'],2015,['Art'],,,Everything you always wanted to know about the art market but were afraid to ask. A pioneering collector explains how to use passion and intuition to acquire key pieces or build a collection--even on a limited budget.,0.0,en,http://books.google.co.in/books?id=ACKDrgEACAAJ&dq=art&hl=&cd=126&source=gbs_api,art
State Laws Governing Local Government Structure and Administration,,1993,['Government publications'],,,,128.0,en,http://books.google.co.in/books?id=V9fRP7YlHDIC&pg=PA106&dq=art&hl=&cd=127&source=gbs_api,art
The Diversification and Fragmentation of International Criminal Law,"['Larissa van den Herik', 'Carsten Stahn']",2012-10-23,['Law'],,,"This volume is the first in a new series of Studies on the Frontiers of International Law. The term ‘frontier’ is traditionally associated with proximity to a boundary or a demarcation line. But it is also a connecting point, i.e., a passage or channel between spaces that are usually considered as separate entities. The Series aims to explore the visible and imaginary boundaries of scholarship in International Law. It is designed to test the existing table of contents, vocabulary and limits of ‘Public International Law’, to investigate lines and linkages between ‘centre’ and ‘periphery’, and to re-map or re-think some of its conceptual boundaries. The current volume is written in this spirit. It deals with the tension between unity and diversification which has gained a central place in the debate under the label of ‘fragmentation’. It explores the meaning, articulation and risks of this phenomenon in a specific area: International Criminal Justice. It brings together established and fresh voices who analyse different sites and contestations of this concept, as well as its context and specific manifestations in the interpretation and application of International Criminal Law. The volume thereby connects discourse on ‘fragmentation’ with broader inquiry on the merits and discontents of legal pluralism in ‘Public International Law’.",734.0,en,http://books.google.co.in/books?id=LTszAQAAQBAJ&pg=PA608&dq=art&hl=&cd=128&source=gbs_api,art
Mason and McCall Smith's Law and Medical Ethics,"['Graeme T. Laurie', 'Shawn Harmon', 'John Kenyon Mason', 'Gerard Porter', 'Alexander McCall Smith']",2016,['Law'],,,"This classic textbook has provided students of medical law and ethics with a framework for exploring this fascinating subject for over 30 years. This book provides extensive coverage and insight into recent judicial decisions and statutory developments across the United Kingdom alongside the authors' own opinion on current debates and controversies to help you to formulate your own views and arguments. The tenth edition has evolved to reflect changes in the law and shifting ethical opinions. In setting the UK context, it continues to take a comparative approach, including reference to the Scottish position where relevant. A specific chapter on the European dimension in health care and the particular importance attached to this shift in influence from transatlantic jurisdictions to those of the EU is included. Mason & McCall Smith's Law & Medical Ethics is essential reading for any serious medical law student or practitioner. Book jacket.",795.0,en,http://books.google.co.in/books?id=VE49DAAAQBAJ&pg=PR49&dq=art&hl=&cd=129&source=gbs_api,art
